"","code","phecode_unrolled"
"2218","315.3","315"
"2219","316.1","316"
"2220","317.1","317"
"2221","317.11","317.1"
"2222","323.2","323"
"2223","323.8","323"
"2224","324.1","324"
"2225","327.1","327"
"2226","327.31","327.3"
"2227","327.32","327.3"
"2228","327.4","327"
"2229","327.41","327.4"
"2230","327.5","327"
"2231","327.6","327"
"2232","327.7","327"
"2233","327.71","327.7"
"2234","327.72","327.7"
"2235","331.1","331"
"2236","331.9","331"
"2237","333.1","333"
"2238","333.2","333"
"2239","333.3","333"
"2240","333.4","333"
"2241","333.8","333"
"2242","334.1","334"
"2243","334.2","334"
"2244","334.21","334.2"
"2245","337.1","337"
"2246","338.1","338"
"2247","338.2","338"
"2248","340.1","340"
"2249","345.1","345"
"2250","345.11","345.1"
"2251","345.12","345.1"
"2252","345.3","345"
"2253","346.2","346"
"2254","348.2","348"
"2255","348.4","348"
"2256","348.8","348"
"2257","350.1","350"
"2258","350.2","350"
"2259","350.3","350"
"2260","350.5","350"
"2261","352.1","352"
"2262","352.2","352"
"2263","353.1","353"
"2264","353.2","353"
"2265","358.1","358"
"2266","359.1","359"
"2267","359.2","359"
"2268","360.2","360"
"2269","360.3","360"
"2270","361.1","361"
"2271","361.2","361"
"2272","362.1","362"
"2273","362.2","362"
"2274","362.21","362.2"
"2275","362.22","362.2"
"2276","362.23","362.2"
"2277","362.26","362.2"
"2278","362.27","362.2"
"2279","362.29","362.2"
"2280","362.3","362"
"2281","362.31","362.3"
"2282","362.4","362"
"2283","362.5","362"
"2284","362.6","362"
"2285","362.7","362"
"2286","362.8","362"
"2287","362.9","362"
"2288","363.3","363"
"2289","363.4","363"
"2290","364.2","364"
"2291","364.4","364"
"2292","364.41","364.4"
"2293","364.5","364"
"2294","364.51","364.5"
"2295","364.9","364"
"2296","365.1","365"
"2297","365.11","365.1"
"2298","365.2","365"
"2299","365.5","365"
"2300","366.1","366"
"2301","366.2","366"
"2302","366.3","366"
"2303","367.1","367"
"2304","367.2","367"
"2305","367.4","367"
"2306","367.8","367"
"2307","367.9","367"
"2308","368.1","368"
"2309","368.2","368"
"2310","368.3","368"
"2311","368.7","368"
"2312","368.9","368"
"2313","368.91","368.9"
"2314","369.2","369"
"2315","369.5","369"
"2316","370.1","370"
"2317","370.2","370"
"2318","370.3","370"
"2319","370.31","370.3"
"2320","371.1","371"
"2321","371.2","371"
"2322","371.21","371.2"
"2323","371.3","371"
"2324","371.33","371.3"
"2325","371.9","371"
"2326","374.1","374"
"2327","374.2","374"
"2328","374.3","374"
"2329","374.6","374"
"2330","375.2","375"
"2331","377.1","377"
"2332","377.3","377"
"2333","378.1","378"
"2334","378.2","378"
"2335","378.5","378"
"2336","379.1","379"
"2337","379.2","379"
"2338","379.3","379"
"2339","379.4","379"
"2340","379.5","379"
"2341","379.51","379.5"
"2342","381.1","381"
"2343","381.11","381.1"
"2344","381.2","381"
"2345","381.3","381"
"2346","381.9","381"
"2347","384.1","384"
"2348","384.4","384"
"2349","385.3","385"
"2350","385.5","385"
"2351","386.1","386"
"2352","386.2","386"
"2353","386.21","386.2"
"2354","386.3","386"
"2355","389.1","389"
"2356","389.2","389"
"2357","389.3","389"
"2358","389.4","389"
"2359","389.5","389"
"2360","394.1","394"
"2361","394.2","394"
"2362","394.3","394"
"2363","394.4","394"
"2364","394.7","394"
"2365","395.1","395"
"2366","395.2","395"
"2367","395.3","395"
"2368","395.4","395"
"2369","395.6","395"
"2370","401.1","401"
"2371","401.2","401"
"2372","401.21","401.2"
"2373","401.22","401.2"
"2374","401.3","401"
"2375","411.1","411"
"2376","411.2","411"
"2377","411.3","411"
"2378","411.4","411"
"2379","411.41","411.4"
"2380","411.8","411"
"2381","411.9","411"
"2382","414.2","414"
"2383","415.1","415"
"2384","415.11","415.1"
"2385","415.2","415"
"2386","415.21","415.2"
"2387","420.1","420"
"2388","420.2","420"
"2389","420.21","420.2"
"2390","420.22","420.2"
"2391","420.3","420"
"2392","425.1","425"
"2393","425.11","425.1"
"2394","425.12","425.1"
"2395","425.2","425"
"2396","425.8","425"
"2397","426.2","426"
"2398","426.21","426.2"
"2399","426.22","426.2"
"2400","426.23","426.2"
"2401","426.24","426.2"
"2402","426.25","426.2"
"2403","426.3","426"
"2404","426.31","426.3"
"2405","426.32","426.3"
"2406","426.4","426"
"2407","426.7","426"
"2408","426.8","426"
"2409","426.9","426"
"2410","426.91","426.9"
"2411","426.92","426.9"
"2412","427.1","427"
"2413","427.11","427.1"
"2414","427.12","427.1"
"2415","427.2","427"
"2416","427.21","427.2"
"2417","427.22","427.2"
"2418","427.3","427"
"2419","427.4","427"
"2420","427.41","427.4"
"2421","427.42","427.4"
"2422","427.5","427"
"2423","427.6","427"
"2424","427.61","427.6"
"2425","427.7","427"
"2426","427.8","427"
"2427","427.9","427"
"2428","428.1","428"
"2429","428.2","428"
"2430","428.3","428"
"2431","428.4","428"
"2432","429.2","429"
"2433","429.3","429"
"2434","429.9","429"
"2435","430.1","430"
"2436","430.2","430"
"2437","430.3","430"
"2438","433.1","433"
"2439","433.11","433.1"
"2440","433.12","433.1"
"2441","433.2","433"
"2442","433.21","433.2"
"2443","433.3","433"
"2444","433.31","433.3"
"2445","433.32","433.3"
"2446","433.5","433"
"2447","433.6","433"
"2448","433.8","433"
"2449","440.1","440"
"2450","440.2","440"
"2451","440.21","440.2"
"2452","440.22","440.2"
"2453","440.9","440"
"2454","441.1","441"
"2455","441.2","441"
"2456","442.1","442"
"2457","442.11","442.1"
"2458","442.2","442"
"2459","442.3","442"
"2460","442.4","442"
"2461","442.8","442"
"2462","443.1","443"
"2463","443.7","443"
"2464","443.8","443"
"2465","443.9","443"
"2466","444.1","444"
"2467","444.2","444"
"2468","444.5","444"
"2469","446.1","446"
"2470","446.2","446"
"2471","446.3","446"
"2472","446.4","446"
"2473","446.5","446"
"2474","446.6","446"
"2475","446.7","446"
"2476","446.8","446"
"2477","446.9","446"
"2478","447.1","447"
"2479","447.7","447"
"2480","451.2","451"
"2481","452.2","452"
"2482","452.8","452"
"2483","454.1","454"
"2484","454.11","454.1"
"2485","457.2","457"
"2486","457.3","457"
"2487","458.1","458"
"2488","458.2","458"
"2489","458.9","458"
"2490","459.1","459"
"2491","459.7","459"
"2492","459.9","459"
"2493","465.2","465"
"2494","465.4","465"
"2495","473.1","473"
"2496","473.3","473"
"2497","473.4","473"
"2498","474.1","474"
"2499","474.2","474"
"2500","475.9","475"
"2501","480.1","480"
"2502","480.11","480.1"
"2503","480.12","480.1"
"2504","480.13","480.1"
"2505","480.2","480"
"2506","480.3","480"
"2507","480.5","480"
"2508","495.1","495"
"2509","495.11","495.1"
"2510","495.2","495"
"2511","496.1","496"
"2512","496.2","496"
"2513","496.21","496.2"
"2514","496.3","496"
"2515","500.1","500"
"2516","500.2","500"
"2517","504.1","504"
"2518","509.1","509"
"2519","509.2","509"
"2520","509.3","509"
"2521","509.5","509"
"2522","509.8","509"
"2523","512.1","512"
"2524","512.2","512"
"2525","512.3","512"
"2526","512.7","512"
"2527","512.8","512"
"2528","512.9","512"
"2529","513.3","513"
"2530","513.31","513.3"
"2531","513.32","513.3"
"2532","513.4","513"
"2533","513.8","513"
"2534","516.1","516"
"2535","519.2","519"
"2536","519.8","519"
"2537","519.9","519"
"2538","520.1","520"
"2539","520.2","520"
"2540","521.1","521"
"2541","521.2","521"
"2542","521.4","521"
"2543","522.1","522"
"2544","522.5","522"
"2545","523.1","523"
"2546","523.3","523"
"2547","523.31","523.3"
"2548","523.32","523.3"
"2549","524.3","524"
"2550","525.1","525"
"2551","525.2","525"
"2552","526.1","526"
"2553","526.3","526"
"2554","526.4","526"
"2555","526.41","526.4"
"2556","526.42","526.4"
"2557","526.5","526"
"2558","526.8","526"
"2559","526.9","526"
"2560","527.1","527"
"2561","527.2","527"
"2562","527.7","527"
"2563","527.8","527"
"2564","528.1","528"
"2565","528.11","528.1"
"2566","528.12","528.1"
"2567","528.3","528"
"2568","528.4","528"
"2569","528.41","528.4"
"2570","528.5","528"
"2571","528.6","528"
"2572","528.7","528"
"2573","529.1","529"
"2574","529.6","529"
"2575","530.1","530"
"2576","530.11","530.1"
"2577","530.12","530.1"
"2578","530.13","530.1"
"2579","530.14","530.1"
"2580","530.15","530.1"
"2581","530.2","530"
"2582","530.3","530"
"2583","530.5","530"
"2584","530.6","530"
"2585","530.7","530"
"2586","531.1","531"
"2587","531.2","531"
"2588","531.3","531"
"2589","531.4","531"
"2590","531.5","531"
"2591","535.1","535"
"2592","535.2","535"
"2593","535.6","535"
"2594","535.8","535"
"2595","535.9","535"
"2596","536.3","536"
"2597","536.7","536"
"2598","536.8","536"
"2599","537.1","537"
"2600","540.1","540"
"2601","540.11","540.1"
"2602","550.1","550"
"2603","550.2","550"
"2604","550.3","550"
"2605","550.4","550"
"2606","550.5","550"
"2607","550.6","550"
"2608","555.1","555"
"2609","555.2","555"
"2610","555.21","555.2"
"2611","556.1","556"
"2612","556.11","556.1"
"2613","560.1","560"
"2614","560.2","560"
"2615","560.3","560"
"2616","560.4","560"
"2617","561.1","561"
"2618","561.2","561"
"2619","562.1","562"
"2620","562.2","562"
"2621","564.1","564"
"2622","564.8","564"
"2623","564.9","564"
"2624","565.1","565"
"2625","568.1","568"
"2626","569.1","569"
"2627","569.2","569"
"2628","571.5","571"
"2629","571.51","571.5"
"2630","571.6","571"
"2631","571.8","571"
"2632","571.81","571.8"
"2633","573.1","573"
"2634","574.1","574"
"2635","574.11","574.1"
"2636","574.12","574.1"
"2637","574.2","574"
"2638","574.3","574"
"2639","575.1","575"
"2640","575.2","575"
"2641","575.6","575"
"2642","575.7","575"
"2643","575.8","575"
"2644","575.9","575"
"2645","577.1","577"
"2646","577.2","577"
"2647","577.3","577"
"2648","578.1","578"
"2649","578.2","578"
"2650","578.8","578"
"2651","578.9","578"
"2652","579.2","579"
"2653","580.1","580"
"2654","580.11","580.1"
"2655","580.12","580.1"
"2656","580.13","580.1"
"2657","580.14","580.1"
"2658","580.2","580"
"2659","580.3","580"
"2660","580.31","580.3"
"2661","580.32","580.3"
"2662","580.4","580"
"2663","585.1","585"
"2664","585.2","585"
"2665","585.3","585"
"2666","585.31","585.3"
"2667","585.32","585.3"
"2668","585.33","585.3"
"2669","585.34","585.3"
"2670","585.4","585"
"2671","586.1","586"
"2672","586.11","586.1"
"2673","586.12","586.1"
"2674","586.2","586"
"2675","586.3","586"
"2676","586.4","586"
"2677","588.1","588"
"2678","588.2","588"
"2679","592.1","592"
"2680","592.11","592.1"
"2681","592.12","592.1"
"2682","592.13","592.1"
"2683","592.2","592"
"2684","592.21","592.2"
"2685","592.3","592"
"2686","593.1","593"
"2687","594.1","594"
"2688","594.2","594"
"2689","594.3","594"
"2690","594.8","594"
"2691","596.1","596"
"2692","596.5","596"
"2693","597.1","597"
"2694","597.8","597"
"2695","598.4","598"
"2696","598.9","598"
"2697","599.3","599"
"2698","599.4","599"
"2699","599.5","599"
"2700","599.6","599"
"2701","599.7","599"
"2702","599.8","599"
"2703","599.9","599"
"2704","601.1","601"
"2705","601.11","601.1"
"2706","601.12","601.1"
"2707","601.3","601"
"2708","601.4","601"
"2709","601.8","601"
"2710","602.3","602"
"2711","603.1","603"
"2712","603.2","603"
"2713","604.1","604"
"2714","604.2","604"
"2715","604.3","604"
"2716","609.1","609"
"2717","609.11","609.1"
"2718","609.2","609"
"2719","610.1","610"
"2720","610.2","610"
"2721","610.3","610"
"2722","610.4","610"
"2723","611.1","611"
"2724","611.11","611.1"
"2725","611.3","611"
"2726","612.1","612"
"2727","612.2","612"
"2728","612.3","612"
"2729","613.1","613"
"2730","613.5","613"
"2731","613.7","613"
"2732","613.8","613"
"2733","613.9","613"
"2734","614.1","614"
"2735","614.3","614"
"2736","614.31","614.3"
"2737","614.32","614.3"
"2738","614.33","614.3"
"2739","614.4","614"
"2740","614.5","614"
"2741","614.51","614.5"
"2742","614.52","614.5"
"2743","614.53","614.5"
"2744","614.54","614.5"
"2745","618.1","618"
"2746","618.2","618"
"2747","618.5","618"
"2748","618.6","618"
"2749","619.1","619"
"2750","619.2","619"
"2751","619.3","619"
"2752","619.4","619"
"2753","619.5","619"
"2754","620.1","620"
"2755","622.1","622"
"2756","622.2","622"
"2757","624.1","624"
"2758","624.2","624"
"2759","625.1","625"
"2760","626.1","626"
"2761","626.11","626.1"
"2762","626.12","626.1"
"2763","626.13","626.1"
"2764","626.14","626.1"
"2765","626.15","626.1"
"2766","626.2","626"
"2767","626.21","626.2"
"2768","626.4","626"
"2769","626.8","626"
"2770","627.1","627"
"2771","627.2","627"
"2772","627.21","627.2"
"2773","627.22","627.2"
"2774","627.3","627"
"2775","627.4","627"
"2776","627.5","627"
"2777","634.1","634"
"2778","634.3","634"
"2779","635.2","635"
"2780","635.3","635"
"2781","636.1","636"
"2782","636.2","636"
"2783","636.3","636"
"2784","636.8","636"
"2785","642.1","642"
"2786","643.1","643"
"2787","655.1","655"
"2788","656.1","656"
"2789","656.2","656"
"2790","656.22","656.2"
"2791","656.26","656.2"
"2792","656.3","656"
"2793","656.4","656"
"2794","656.5","656"
"2795","656.6","656"
"2796","656.7","656"
"2797","656.8","656"
"2798","656.9","656"
"2799","681.1","681"
"2800","681.2","681"
"2801","681.3","681"
"2802","681.5","681"
"2803","681.6","681"
"2804","681.7","681"
"2805","687.2","687"
"2806","687.3","687"
"2807","690.1","690"
"2808","691.1","691"
"2809","691.3","691"
"2810","694.1","694"
"2811","694.2","694"
"2812","694.3","694"
"2813","695.1","695"
"2814","695.2","695"
"2815","695.21","695.2"
"2816","695.22","695.2"
"2817","695.3","695"
"2818","695.4","695"
"2819","695.41","695.4"
"2820","695.42","695.4"
"2821","695.7","695"
"2822","695.8","695"
"2823","695.81","695.8"
"2824","695.9","695"
"2825","696.2","696"
"2826","696.3","696"
"2827","696.4","696"
"2828","696.41","696.4"
"2829","696.42","696.4"
"2830","701.1","701"
"2831","701.2","701"
"2832","701.3","701"
"2833","701.4","701"
"2834","701.5","701"
"2835","701.6","701"
"2836","702.1","702"
"2837","702.2","702"
"2838","702.4","702"
"2839","704.1","704"
"2840","704.11","704.1"
"2841","704.12","704.1"
"2842","704.8","704"
"2843","705.1","705"
"2844","705.3","705"
"2845","706.1","706"
"2846","706.2","706"
"2847","706.3","706"
"2848","706.8","706"
"2849","707.1","707"
"2850","707.2","707"
"2851","707.3","707"
"2852","709.2","709"
"2853","709.3","709"
"2854","709.4","709"
"2855","709.5","709"
"2856","709.6","709"
"2857","709.7","709"
"2858","710.1","710"
"2859","710.11","710.1"
"2860","710.12","710.1"
"2861","710.19","710.1"
"2862","710.2","710"
"2863","710.3","710"
"2864","711.1","711"
"2865","711.2","711"
"2866","711.3","711"
"2867","713.5","713"
"2868","714.1","714"
"2869","714.2","714"
"2870","715.1","715"
"2871","715.2","715"
"2872","715.3","715"
"2873","716.1","716"
"2874","716.2","716"
"2875","716.3","716"
"2876","716.8","716"
"2877","716.9","716"
"2878","720.1","720"
"2879","721.1","721"
"2880","721.2","721"
"2881","721.8","721"
"2882","722.1","722"
"2883","722.3","722"
"2884","722.6","722"
"2885","722.7","722"
"2886","722.8","722"
"2887","722.9","722"
"2888","723.1","723"
"2889","724.1","724"
"2890","724.2","724"
"2891","724.8","724"
"2892","724.9","724"
"2893","726.1","726"
"2894","726.2","726"
"2895","726.3","726"
"2896","726.4","726"
"2897","727.1","727"
"2898","727.2","727"
"2899","727.4","727"
"2900","727.5","727"
"2901","727.6","727"
"2902","727.7","727"
"2903","727.8","727"
"2904","728.71","728.7"
"2905","729.1","729"
"2906","731.1","731"
"2907","732.1","732"
"2908","732.7","732"
"2909","733.2","733"
"2910","735.1","735"
"2911","735.2","735"
"2912","735.21","735.2"
"2913","735.22","735.2"
"2914","735.23","735.2"
"2915","735.3","735"
"2916","736.1","736"
"2917","736.2","736"
"2918","736.3","736"
"2919","736.4","736"
"2920","736.5","736"
"2921","736.6","736"
"2922","737.1","737"
"2923","737.2","737"
"2924","737.3","737"
"2925","738.4","738"
"2926","740.1","740"
"2927","740.11","740.1"
"2928","740.12","740.1"
"2929","740.2","740"
"2930","740.3","740"
"2931","740.9","740"
"2932","741.1","741"
"2933","741.2","741"
"2934","741.3","741"
"2935","741.4","741"
"2936","741.5","741"
"2937","741.6","741"
"2938","742.1","742"
"2939","742.2","742"
"2940","742.8","742"
"2941","742.9","742"
"2942","743.1","743"
"2943","743.11","743.1"
"2944","743.12","743.1"
"2945","743.13","743.1"
"2946","743.2","743"
"2947","743.21","743.2"
"2948","743.22","743.2"
"2949","743.4","743"
"2950","743.9","743"
"2951","747.1","747"
"2952","747.11","747.1"
"2953","747.12","747.1"
"2954","747.13","747.1"
"2955","747.2","747"
"2956","749.1","749"
"2957","749.2","749"
"2958","750.1","750"
"2959","750.11","750.1"
"2960","750.13","750.1"
"2961","750.14","750.1"
"2962","750.15","750.1"
"2963","750.2","750"
"2964","750.21","750.2"
"2965","750.22","750.2"
"2966","750.5","750"
"2967","751.1","751"
"2968","751.11","751.1"
"2969","751.12","751.1"
"2970","751.2","751"
"2971","751.21","751.2"
"2972","751.22","751.2"
"2973","751.3","751"
"2974","752.1","752"
"2975","752.11","752.1"
"2976","752.2","752"
"2977","753.1","753"
"2978","753.2","753"
"2979","754.1","754"
"2980","754.2","754"
"2981","755.1","755"
"2982","755.3","755"
"2983","755.4","755"
"2984","755.6","755"
"2985","755.61","755.6"
"2986","756.1","756"
"2987","756.2","756"
"2988","756.21","756.2"
"2989","756.22","756.2"
"2990","756.3","756"
"2991","756.5","756"
"2992","758.1","758"
"2993","759.1","759"
"2994","783.1","783"
"2995","789.1","789"
"2996","792.1","792"
"2997","795.81","795.8"
"2998","795.82","795.8"
"2999","797.1","797"
"3000","798.1","798"
"3001","800.1","800"
"3002","800.2","800"
"3003","800.3","800"
"3004","800.4","800"
"3005","801.1","801"
"3006","803.1","803"
"3007","803.2","803"
"3008","803.21","803.2"
"3009","803.3","803"
"3010","818.1","818"
"3011","818.2","818"
"3012","840.1","840"
"3013","840.2","840"
"3014","840.3","840"
"3015","870.1","870"
"3016","870.2","870"
"3017","870.3","870"
"3018","870.4","870"
"3019","870.5","870"
"3020","870.6","870"
"3021","870.8","870"
"3022","871.1","871"
"3023","871.2","871"
"3024","871.3","871"
"3025","871.4","871"
"3026","938.1","938"
"3027","938.2","938"
"3028","939.1","939"
"3029","958.1","958"
"3030","958.2","958"
"3031","960.1","960"
"3032","960.2","960"
"3033","960.3","960"
"3034","962.1","962"
"3035","962.2","962"
"3036","962.3","962"
"3037","963.1","963"
"3038","964.1","964"
"3039","965.2","965"
"3040","965.3","965"
"3041","972.1","972"
"3042","972.2","972"
"3043","972.6","972"
"3044","994.1","994"
"3045","994.2","994"
"3046","994.21","994.2"
"3047","008.51","008"
"3048","008.52","008"
"3049","041.11","041"
"3050","041.12","041"
"3051","041.21","041"
"3052","081.11","081"
"3053","081.12","081"
"3054","1000","1000"
"3055","1001","1001"
"3056","1002","1002"
"3057","1003","1003"
"3058","1004","1004"
"3059","1005","1005"
"3060","1006","1006"
"3061","1007","1007"
"3062","1008","1008"
"3063","1009","1009"
"3064","1010","1010"
"3065","1011","1011"
"3066","1012","1012"
"3067","1013","1013"
"3068","1014","1014"
"3069","1015","1015"
"3070","1019","1019"
"3071","110.11","110"
"3072","110.12","110"
"3073","110.13","110"
"3074","1100","1100"
"3075","172.11","172"
"3076","172.21","172"
"3077","172.22","172"
"3078","174.11","174"
"3079","184.11","184"
"3080","189.11","189"
"3081","189.12","189"
"3082","189.21","189"
"3083","191.11","191"
"3084","202.21","202"
"3085","202.22","202"
"3086","202.23","202"
"3087","202.24","202"
"3088","204.11","204"
"3089","204.12","204"
"3090","204.21","204"
"3091","204.22","204"
"3092","245.21","245"
"3093","250.11","250"
"3094","250.12","250"
"3095","250.13","250"
"3096","250.14","250"
"3097","250.15","250"
"3098","250.21","250"
"3099","250.22","250"
"3100","250.23","250"
"3101","250.24","250"
"3102","250.25","250"
"3103","253.11","253"
"3104","255.11","255"
"3105","255.12","255"
"3106","255.13","255"
"3107","255.21","255"
"3108","255.22","255"
"3109","260.21","260"
"3110","260.22","260"
"3111","261.41","261"
"3112","270.11","270"
"3113","270.12","270"
"3114","270.21","270"
"3115","270.31","270"
"3116","270.32","270"
"3117","270.34","270"
"3118","270.35","270"
"3119","270.38","270"
"3120","272.11","272"
"3121","272.12","272"
"3122","272.13","272"
"3123","272.14","272"
"3124","274.11","274"
"3125","274.21","274"
"3126","275.11","275"
"3127","275.51","275"
"3128","275.53","275"
"3129","276.11","276"
"3130","276.12","276"
"3131","276.13","276"
"3132","276.14","276"
"3133","278.11","278"
"3134","279.11","279"
"3135","281.11","281"
"3136","281.12","281"
"3137","281.13","281"
"3138","283.21","283"
"3139","285.21","285"
"3140","285.22","285"
"3141","286.11","286"
"3142","286.12","286"
"3143","286.13","286"
"3144","286.81","286"
"3145","287.31","287"
"3146","287.32","287"
"3147","290.11","290"
"3148","290.12","290"
"3149","290.13","290"
"3150","290.16","290"
"3151","292.11","292"
"3152","292.12","292"
"3153","296.22","296"
"3154","300.11","300"
"3155","300.12","300"
"3156","300.13","300"
"3157","303.31","303"
"3158","317.11","317"
"3159","327.41","327"
"3160","327.71","327"
"3161","327.72","327"
"3162","334.21","334"
"3163","345.11","345"
"3164","345.12","345"
"3165","362.21","362"
"3166","362.22","362"
"3167","362.23","362"
"3168","362.26","362"
"3169","362.27","362"
"3170","362.29","362"
"3171","362.31","362"
"3172","364.41","364"
"3173","364.51","364"
"3174","365.11","365"
"3175","368.91","368"
"3176","370.31","370"
"3177","371.21","371"
"3178","371.33","371"
"3179","379.51","379"
"3180","381.11","381"
"3181","386.21","386"
"3182","401.21","401"
"3183","401.22","401"
"3184","411.41","411"
"3185","415.11","415"
"3186","415.21","415"
"3187","420.21","420"
"3188","420.22","420"
"3189","425.11","425"
"3190","425.12","425"
"3191","426.21","426"
"3192","426.22","426"
"3193","426.23","426"
"3194","426.24","426"
"3195","426.25","426"
"3196","426.31","426"
"3197","426.32","426"
"3198","426.91","426"
"3199","426.92","426"
"3200","427.11","427"
"3201","427.12","427"
"3202","427.21","427"
"3203","427.22","427"
"3204","427.41","427"
"3205","427.42","427"
"3206","427.61","427"
"3207","433.11","433"
"3208","433.12","433"
"3209","433.21","433"
"3210","433.31","433"
"3211","433.32","433"
"3212","440.21","440"
"3213","440.22","440"
"3214","442.11","442"
"3215","454.11","454"
"3216","480.11","480"
"3217","480.12","480"
"3218","480.13","480"
"3219","495.11","495"
"3220","496.21","496"
"3221","513.31","513"
"3222","513.32","513"
"3223","523.31","523"
"3224","523.32","523"
"3225","526.41","526"
"3226","526.42","526"
"3227","528.11","528"
"3228","528.12","528"
"3229","528.41","528"
"3230","530.11","530"
"3231","530.12","530"
"3232","530.13","530"
"3233","530.14","530"
"3234","530.15","530"
"3235","540.11","540"
"3236","555.21","555"
"3237","556.11","556"
"3238","571.51","571"
"3239","571.81","571"
"3240","574.11","574"
"3241","574.12","574"
"3242","580.11","580"
"3243","580.12","580"
"3244","580.13","580"
"3245","580.14","580"
"3246","580.31","580"
"3247","580.32","580"
"3248","585.31","585"
"3249","585.32","585"
"3250","585.33","585"
"3251","585.34","585"
"3252","586.11","586"
"3253","586.12","586"
"3254","592.11","592"
"3255","592.12","592"
"3256","592.13","592"
"3257","592.21","592"
"3258","601.11","601"
"3259","601.12","601"
"3260","609.11","609"
"3261","611.11","611"
"3262","614.31","614"
"3263","614.32","614"
"3264","614.33","614"
"3265","614.51","614"
"3266","614.52","614"
"3267","614.53","614"
"3268","614.54","614"
"3269","626.11","626"
"3270","626.12","626"
"3271","626.13","626"
"3272","626.14","626"
"3273","626.15","626"
"3274","626.21","626"
"3275","627.21","627"
"3276","627.22","627"
"3277","656.22","656"
"3278","656.26","656"
"3279","695.21","695"
"3280","695.22","695"
"3281","695.41","695"
"3282","695.42","695"
"3283","695.81","695"
"3284","696.41","696"
"3285","696.42","696"
"3286","704.11","704"
"3287","704.12","704"
"3288","710.11","710"
"3289","710.12","710"
"3290","710.19","710"
"3291","735.21","735"
"3292","735.22","735"
"3293","735.23","735"
"3294","740.11","740"
"3295","740.12","740"
"3296","743.11","743"
"3297","743.12","743"
"3298","743.13","743"
"3299","743.21","743"
"3300","743.22","743"
"3301","747.11","747"
"3302","747.12","747"
"3303","747.13","747"
"3304","750.11","750"
"3305","750.13","750"
"3306","750.14","750"
"3307","750.15","750"
"3308","750.21","750"
"3309","750.22","750"
"3310","751.11","751"
"3311","751.12","751"
"3312","751.21","751"
"3313","751.22","751"
"3314","752.11","752"
"3315","755.61","755"
"3316","756.21","756"
"3317","756.22","756"
"3318","803.21","803"
"3319","994.21","994"
