phecode,male_only,female_only
465,FALSE,FALSE
465.2,FALSE,FALSE
465.4,FALSE,FALSE
470,FALSE,FALSE
471,FALSE,FALSE
472,FALSE,FALSE
473,FALSE,FALSE
473.1,FALSE,FALSE
473.3,FALSE,FALSE
473.4,FALSE,FALSE
474,FALSE,FALSE
474.1,FALSE,FALSE
474.2,FALSE,FALSE
475,FALSE,FALSE
475.9,FALSE,FALSE
476,FALSE,FALSE
477,FALSE,FALSE
478,FALSE,FALSE
479,FALSE,FALSE
480,FALSE,FALSE
480.1,FALSE,FALSE
480.11,FALSE,FALSE
480.12,FALSE,FALSE
480.13,FALSE,FALSE
480.2,FALSE,FALSE
480.3,FALSE,FALSE
480.5,FALSE,FALSE
481,FALSE,FALSE
483,FALSE,FALSE
495,FALSE,FALSE
495.1,FALSE,FALSE
495.11,FALSE,FALSE
495.2,FALSE,FALSE
496,FALSE,FALSE
496.1,FALSE,FALSE
496.2,FALSE,FALSE
496.21,FALSE,FALSE
496.3,FALSE,FALSE
497,FALSE,FALSE
498,FALSE,FALSE
499,FALSE,FALSE
500,FALSE,FALSE
500.1,FALSE,FALSE
500.2,FALSE,FALSE
501,FALSE,FALSE
502,FALSE,FALSE
503,FALSE,FALSE
504,FALSE,FALSE
504.1,FALSE,FALSE
505,FALSE,FALSE
506,FALSE,FALSE
507,FALSE,FALSE
508,FALSE,FALSE
509,FALSE,FALSE
509.1,FALSE,FALSE
509.2,FALSE,FALSE
509.3,FALSE,FALSE
509.5,FALSE,FALSE
509.8,FALSE,FALSE
510,FALSE,FALSE
510.2,FALSE,FALSE
512,FALSE,FALSE
512.1,FALSE,FALSE
512.2,FALSE,FALSE
512.3,FALSE,FALSE
512.7,FALSE,FALSE
512.8,FALSE,FALSE
512.9,FALSE,FALSE
513,FALSE,FALSE
513.3,FALSE,FALSE
513.31,FALSE,FALSE
513.32,FALSE,FALSE
513.4,FALSE,FALSE
513.8,FALSE,FALSE
514,FALSE,FALSE
514.1,FALSE,FALSE
514.2,FALSE,FALSE
516,FALSE,FALSE
516.1,FALSE,FALSE
519,FALSE,FALSE
519.1,FALSE,FALSE
519.2,FALSE,FALSE
519.8,FALSE,FALSE
519.9,FALSE,FALSE
520,FALSE,FALSE
520.1,FALSE,FALSE
520.2,FALSE,FALSE
521,FALSE,FALSE
521.1,FALSE,FALSE
521.2,FALSE,FALSE
521.4,FALSE,FALSE
522,FALSE,FALSE
522.1,FALSE,FALSE
522.5,FALSE,FALSE
523,FALSE,FALSE
523.1,FALSE,FALSE
523.3,FALSE,FALSE
523.31,FALSE,FALSE
523.32,FALSE,FALSE
524,FALSE,FALSE
524.3,FALSE,FALSE
525,FALSE,FALSE
525.1,FALSE,FALSE
525.2,FALSE,FALSE
526,FALSE,FALSE
526.1,FALSE,FALSE
526.3,FALSE,FALSE
526.4,FALSE,FALSE
526.41,FALSE,FALSE
526.42,FALSE,FALSE
526.5,FALSE,FALSE
526.8,FALSE,FALSE
526.9,FALSE,FALSE
527,FALSE,FALSE
527.1,FALSE,FALSE
527.2,FALSE,FALSE
527.7,FALSE,FALSE
527.8,FALSE,FALSE
528,FALSE,FALSE
528.1,FALSE,FALSE
528.11,FALSE,FALSE
528.12,FALSE,FALSE
528.3,FALSE,FALSE
528.4,FALSE,FALSE
528.41,FALSE,FALSE
528.5,FALSE,FALSE
528.6,FALSE,FALSE
528.7,FALSE,FALSE
529,FALSE,FALSE
529.1,FALSE,FALSE
529.6,FALSE,FALSE
530,FALSE,FALSE
530.1,FALSE,FALSE
530.11,FALSE,FALSE
530.12,FALSE,FALSE
530.13,FALSE,FALSE
530.14,FALSE,FALSE
530.15,FALSE,FALSE
530.2,FALSE,FALSE
530.3,FALSE,FALSE
530.5,FALSE,FALSE
530.6,FALSE,FALSE
530.7,FALSE,FALSE
530.9,FALSE,FALSE
531,FALSE,FALSE
531.1,FALSE,FALSE
531.2,FALSE,FALSE
531.3,FALSE,FALSE
531.4,FALSE,FALSE
531.5,FALSE,FALSE
532,FALSE,FALSE
535,FALSE,FALSE
535.1,FALSE,FALSE
535.2,FALSE,FALSE
535.6,FALSE,FALSE
535.8,FALSE,FALSE
535.9,FALSE,FALSE
536,FALSE,FALSE
536.3,FALSE,FALSE
536.7,FALSE,FALSE
536.8,FALSE,FALSE
537,FALSE,FALSE
537.1,FALSE,FALSE
539,FALSE,FALSE
540,FALSE,FALSE
540.1,FALSE,FALSE
540.11,FALSE,FALSE
550,FALSE,FALSE
550.1,FALSE,FALSE
550.2,FALSE,FALSE
550.3,FALSE,FALSE
550.4,FALSE,FALSE
550.5,FALSE,FALSE
550.6,FALSE,FALSE
555,FALSE,FALSE
555.1,FALSE,FALSE
555.2,FALSE,FALSE
555.21,FALSE,FALSE
556,FALSE,FALSE
556.1,FALSE,FALSE
556.11,FALSE,FALSE
557,FALSE,FALSE
557.1,FALSE,FALSE
558,FALSE,FALSE
559,FALSE,FALSE
560,FALSE,FALSE
560.1,FALSE,FALSE
560.2,FALSE,FALSE
560.3,FALSE,FALSE
560.4,FALSE,FALSE
561,FALSE,FALSE
562,FALSE,FALSE
562.1,FALSE,FALSE
562.2,FALSE,FALSE
564,FALSE,FALSE
564.1,FALSE,FALSE
564.9,FALSE,FALSE
565,FALSE,FALSE
565.1,FALSE,FALSE
567,FALSE,FALSE
568,FALSE,FALSE
568.1,FALSE,FALSE
569,FALSE,FALSE
569.1,FALSE,FALSE
569.2,FALSE,FALSE
571,FALSE,FALSE
571.5,FALSE,FALSE
571.51,FALSE,FALSE
571.6,FALSE,FALSE
571.8,FALSE,FALSE
571.81,FALSE,FALSE
572,FALSE,FALSE
573,FALSE,FALSE
573.1,FALSE,FALSE
573.2,FALSE,FALSE
573.3,FALSE,FALSE
573.4,FALSE,FALSE
573.5,FALSE,FALSE
573.6,FALSE,FALSE
573.7,FALSE,FALSE
573.9,FALSE,FALSE
574,FALSE,FALSE
574.1,FALSE,FALSE
574.11,FALSE,FALSE
574.12,FALSE,FALSE
574.2,FALSE,FALSE
574.3,FALSE,FALSE
575,FALSE,FALSE
575.1,FALSE,FALSE
575.2,FALSE,FALSE
575.6,FALSE,FALSE
575.7,FALSE,FALSE
575.8,FALSE,FALSE
575.9,FALSE,FALSE
577,FALSE,FALSE
577.1,FALSE,FALSE
577.2,FALSE,FALSE
577.3,FALSE,FALSE
578,FALSE,FALSE
578.1,FALSE,FALSE
578.2,FALSE,FALSE
578.8,FALSE,FALSE
578.9,FALSE,FALSE
579,FALSE,FALSE
579.2,FALSE,FALSE
579.8,FALSE,FALSE
580,FALSE,FALSE
580.1,FALSE,FALSE
580.11,FALSE,FALSE
580.12,FALSE,FALSE
580.13,FALSE,FALSE
580.14,FALSE,FALSE
580.2,FALSE,FALSE
580.3,FALSE,FALSE
580.31,FALSE,FALSE
580.32,FALSE,FALSE
580.4,FALSE,FALSE
585,FALSE,FALSE
585.1,FALSE,FALSE
585.2,FALSE,FALSE
585.3,FALSE,FALSE
585.31,FALSE,FALSE
585.32,FALSE,FALSE
585.33,FALSE,FALSE
585.34,FALSE,FALSE
585.4,FALSE,FALSE
586,FALSE,FALSE
586.1,FALSE,FALSE
586.11,FALSE,FALSE
586.12,FALSE,FALSE
586.2,FALSE,FALSE
586.3,FALSE,FALSE
586.4,FALSE,FALSE
587,FALSE,FALSE
588,FALSE,FALSE
588.1,FALSE,FALSE
588.2,FALSE,FALSE
589,FALSE,FALSE
590,FALSE,FALSE
591,FALSE,FALSE
592,FALSE,FALSE
592.1,FALSE,FALSE
592.11,FALSE,FALSE
592.12,FALSE,FALSE
592.13,FALSE,FALSE
592.2,FALSE,FALSE
592.21,FALSE,FALSE
592.3,FALSE,FALSE
593,FALSE,FALSE
593.1,FALSE,FALSE
593.2,FALSE,FALSE
594,FALSE,FALSE
594.1,FALSE,FALSE
594.2,FALSE,FALSE
594.3,FALSE,FALSE
594.8,FALSE,FALSE
595,FALSE,FALSE
596,FALSE,FALSE
596.1,FALSE,FALSE
596.5,FALSE,FALSE
597,FALSE,FALSE
597.1,FALSE,FALSE
597.2,FALSE,FALSE
597.8,FALSE,FALSE
598,FALSE,FALSE
598.4,FALSE,FALSE
599,FALSE,FALSE
599.1,FALSE,FALSE
599.2,FALSE,FALSE
599.3,FALSE,FALSE
599.4,FALSE,FALSE
599.5,FALSE,FALSE
599.6,FALSE,FALSE
599.7,FALSE,FALSE
599.8,FALSE,FALSE
599.9,FALSE,FALSE
600,TRUE,FALSE
601,TRUE,FALSE
601.1,TRUE,FALSE
601.11,TRUE,FALSE
601.12,TRUE,FALSE
601.3,TRUE,FALSE
601.4,TRUE,FALSE
601.8,TRUE,FALSE
602,TRUE,FALSE
602.3,TRUE,FALSE
603,TRUE,FALSE
603.1,TRUE,FALSE
603.2,TRUE,FALSE
604,TRUE,FALSE
604.1,TRUE,FALSE
604.2,TRUE,FALSE
604.3,TRUE,FALSE
605,TRUE,FALSE
608,TRUE,FALSE
609,TRUE,FALSE
609.1,TRUE,FALSE
609.11,TRUE,FALSE
609.2,TRUE,FALSE
610,FALSE,TRUE
610.1,FALSE,TRUE
610.2,FALSE,TRUE
610.3,FALSE,TRUE
610.4,FALSE,TRUE
610.8,FALSE,TRUE
611,FALSE,FALSE
611.1,FALSE,FALSE
611.11,FALSE,FALSE
611.3,FALSE,FALSE
612,FALSE,FALSE
612.1,FALSE,FALSE
612.2,FALSE,FALSE
612.3,FALSE,FALSE
613,FALSE,FALSE
613.1,FALSE,FALSE
613.5,FALSE,FALSE
613.7,FALSE,FALSE
613.8,FALSE,FALSE
613.9,FALSE,FALSE
614,FALSE,TRUE
614.1,FALSE,TRUE
614.3,FALSE,TRUE
614.31,FALSE,TRUE
614.32,FALSE,TRUE
614.33,FALSE,TRUE
614.4,FALSE,TRUE
614.5,FALSE,TRUE
614.51,FALSE,TRUE
614.52,FALSE,TRUE
614.53,FALSE,TRUE
614.54,FALSE,TRUE
615,FALSE,TRUE
618,FALSE,TRUE
618.1,FALSE,TRUE
618.2,FALSE,TRUE
618.5,FALSE,TRUE
618.6,FALSE,TRUE
619,FALSE,TRUE
619.1,FALSE,TRUE
619.2,FALSE,TRUE
619.3,FALSE,TRUE
619.4,FALSE,TRUE
619.5,FALSE,TRUE
620,FALSE,TRUE
620.1,FALSE,TRUE
621,FALSE,TRUE
622,FALSE,TRUE
622.1,FALSE,TRUE
622.2,FALSE,TRUE
623,FALSE,TRUE
624,FALSE,TRUE
624.1,FALSE,TRUE
624.2,FALSE,TRUE
624.9,FALSE,TRUE
625,FALSE,TRUE
625.1,FALSE,TRUE
626,FALSE,TRUE
626.1,FALSE,TRUE
626.11,FALSE,TRUE
626.12,FALSE,TRUE
626.13,FALSE,TRUE
626.14,FALSE,TRUE
626.15,FALSE,TRUE
626.2,FALSE,TRUE
626.21,FALSE,TRUE
626.4,FALSE,TRUE
626.8,FALSE,TRUE
627,FALSE,TRUE
627.1,FALSE,TRUE
627.2,FALSE,TRUE
627.21,FALSE,TRUE
627.22,FALSE,TRUE
627.3,FALSE,TRUE
627.4,FALSE,TRUE
627.5,FALSE,TRUE
628,FALSE,TRUE
634,FALSE,TRUE
634.1,FALSE,TRUE
634.3,FALSE,TRUE
635,FALSE,TRUE
635.2,FALSE,TRUE
635.3,FALSE,TRUE
636,FALSE,TRUE
636.1,FALSE,TRUE
636.2,FALSE,TRUE
636.3,FALSE,TRUE
636.8,FALSE,TRUE
637,FALSE,FALSE
642,FALSE,TRUE
642.1,FALSE,TRUE
643,FALSE,TRUE
643.1,FALSE,TRUE
644,FALSE,TRUE
646,FALSE,TRUE
647,FALSE,TRUE
647.1,FALSE,TRUE
647.3,FALSE,TRUE
649,FALSE,TRUE
649.1,FALSE,TRUE
653,FALSE,TRUE
654,FALSE,TRUE
654.1,FALSE,TRUE
654.2,FALSE,TRUE
655,FALSE,TRUE
655.1,FALSE,TRUE
656,FALSE,FALSE
656.1,FALSE,FALSE
656.2,FALSE,FALSE
656.22,FALSE,FALSE
656.26,FALSE,FALSE
656.3,FALSE,FALSE
656.4,FALSE,FALSE
656.5,FALSE,FALSE
656.6,FALSE,FALSE
656.7,FALSE,FALSE
656.8,FALSE,FALSE
656.9,FALSE,FALSE
657,FALSE,FALSE
669,FALSE,TRUE
671,FALSE,TRUE
674,FALSE,TRUE
676,FALSE,TRUE
681,FALSE,FALSE
681.1,FALSE,FALSE
681.2,FALSE,FALSE
681.3,FALSE,FALSE
681.5,FALSE,FALSE
681.6,FALSE,FALSE
681.7,FALSE,FALSE
686,FALSE,FALSE
686.1,FALSE,FALSE
686.2,FALSE,FALSE
686.3,FALSE,FALSE
686.4,FALSE,FALSE
686.5,FALSE,FALSE
687,FALSE,FALSE
687.1,FALSE,FALSE
687.3,FALSE,FALSE
687.4,FALSE,FALSE
689,FALSE,FALSE
690,FALSE,FALSE
690.1,FALSE,FALSE
691,FALSE,FALSE
691.1,FALSE,FALSE
691.3,FALSE,FALSE
694,FALSE,FALSE
694.1,FALSE,FALSE
694.2,FALSE,FALSE
694.3,FALSE,FALSE
695,FALSE,FALSE
695.1,FALSE,FALSE
695.2,FALSE,FALSE
695.21,FALSE,FALSE
695.22,FALSE,FALSE
695.3,FALSE,FALSE
695.4,FALSE,FALSE
695.41,FALSE,FALSE
695.42,FALSE,FALSE
695.7,FALSE,FALSE
695.8,FALSE,FALSE
695.81,FALSE,FALSE
695.9,FALSE,FALSE
696,FALSE,FALSE
696.2,FALSE,FALSE
696.3,FALSE,FALSE
696.4,FALSE,FALSE
696.41,FALSE,FALSE
696.42,FALSE,FALSE
697,FALSE,FALSE
698,FALSE,FALSE
700,FALSE,FALSE
701,FALSE,FALSE
701.1,FALSE,FALSE
701.2,FALSE,FALSE
701.3,FALSE,FALSE
701.4,FALSE,FALSE
701.5,FALSE,FALSE
701.6,FALSE,FALSE
702,FALSE,FALSE
702.1,FALSE,FALSE
702.2,FALSE,FALSE
702.4,FALSE,FALSE
703,FALSE,FALSE
703.1,FALSE,FALSE
704,FALSE,FALSE
704.1,FALSE,FALSE
704.11,FALSE,FALSE
704.12,FALSE,FALSE
704.2,FALSE,FALSE
704.8,FALSE,FALSE
705,FALSE,FALSE
705.1,FALSE,FALSE
705.3,FALSE,FALSE
705.8,FALSE,FALSE
706,FALSE,FALSE
706.1,FALSE,FALSE
706.2,FALSE,FALSE
706.3,FALSE,FALSE
706.8,FALSE,FALSE
707,FALSE,FALSE
707.1,FALSE,FALSE
707.2,FALSE,FALSE
707.3,FALSE,FALSE
709,FALSE,FALSE
709.2,FALSE,FALSE
709.3,FALSE,FALSE
709.4,FALSE,FALSE
709.5,FALSE,FALSE
709.6,FALSE,FALSE
709.7,FALSE,FALSE
710,FALSE,FALSE
710.1,FALSE,FALSE
710.11,FALSE,FALSE
710.12,FALSE,FALSE
710.19,FALSE,FALSE
710.2,FALSE,FALSE
710.3,FALSE,FALSE
711,FALSE,FALSE
711.1,FALSE,FALSE
711.2,FALSE,FALSE
711.3,FALSE,FALSE
712,FALSE,FALSE
713,FALSE,FALSE
713.5,FALSE,FALSE
714,FALSE,FALSE
714.1,FALSE,FALSE
714.2,FALSE,FALSE
715,FALSE,FALSE
715.1,FALSE,FALSE
715.2,FALSE,FALSE
715.3,FALSE,FALSE
716,FALSE,FALSE
716.1,FALSE,FALSE
716.2,FALSE,FALSE
716.3,FALSE,FALSE
716.8,FALSE,FALSE
716.9,FALSE,FALSE
717,FALSE,FALSE
720,FALSE,FALSE
720.1,FALSE,FALSE
721,FALSE,FALSE
721.1,FALSE,FALSE
721.2,FALSE,FALSE
721.8,FALSE,FALSE
722,FALSE,FALSE
722.1,FALSE,FALSE
722.3,FALSE,FALSE
722.6,FALSE,FALSE
722.7,FALSE,FALSE
722.8,FALSE,FALSE
722.9,FALSE,FALSE
723,FALSE,FALSE
723.1,FALSE,FALSE
724,FALSE,FALSE
724.1,FALSE,FALSE
724.2,FALSE,FALSE
724.8,FALSE,FALSE
724.9,FALSE,FALSE
726,FALSE,FALSE
726.1,FALSE,FALSE
726.2,FALSE,FALSE
726.3,FALSE,FALSE
726.4,FALSE,FALSE
727,FALSE,FALSE
727.1,FALSE,FALSE
727.2,FALSE,FALSE
727.4,FALSE,FALSE
727.5,FALSE,FALSE
727.6,FALSE,FALSE
727.7,FALSE,FALSE
727.8,FALSE,FALSE
728,FALSE,FALSE
728.1,FALSE,FALSE
728.2,FALSE,FALSE
728.7,FALSE,FALSE
728.71,FALSE,FALSE
729,FALSE,FALSE
729.1,FALSE,FALSE
729.3,FALSE,FALSE
729.7,FALSE,FALSE
731,FALSE,FALSE
731.1,FALSE,FALSE
732,FALSE,FALSE
732.1,FALSE,FALSE
732.7,FALSE,FALSE
733,FALSE,FALSE
733.2,FALSE,FALSE
733.4,FALSE,FALSE
733.6,FALSE,FALSE
733.8,FALSE,FALSE
733.9,FALSE,FALSE
735,FALSE,FALSE
735.1,FALSE,FALSE
735.2,FALSE,FALSE
735.21,FALSE,FALSE
735.22,FALSE,FALSE
735.23,FALSE,FALSE
735.3,FALSE,FALSE
736,FALSE,FALSE
736.1,FALSE,FALSE
736.2,FALSE,FALSE
736.3,FALSE,FALSE
736.4,FALSE,FALSE
736.5,FALSE,FALSE
736.6,FALSE,FALSE
737,FALSE,FALSE
737.1,FALSE,FALSE
737.2,FALSE,FALSE
737.3,FALSE,FALSE
738,FALSE,FALSE
738.4,FALSE,FALSE
739,FALSE,FALSE
740,FALSE,FALSE
740.1,FALSE,FALSE
740.11,FALSE,FALSE
740.12,FALSE,FALSE
740.2,FALSE,FALSE
740.3,FALSE,FALSE
740.9,FALSE,FALSE
741,FALSE,FALSE
741.1,FALSE,FALSE
741.2,FALSE,FALSE
741.3,FALSE,FALSE
741.4,FALSE,FALSE
741.5,FALSE,FALSE
741.6,FALSE,FALSE
742,FALSE,FALSE
742.1,FALSE,FALSE
742.2,FALSE,FALSE
742.8,FALSE,FALSE
742.9,FALSE,FALSE
743,FALSE,FALSE
743.1,FALSE,FALSE
743.11,FALSE,FALSE
743.12,FALSE,FALSE
743.13,FALSE,FALSE
743.2,FALSE,FALSE
743.21,FALSE,FALSE
743.22,FALSE,FALSE
743.4,FALSE,FALSE
743.9,FALSE,FALSE
745,FALSE,FALSE
747,FALSE,FALSE
747.1,FALSE,FALSE
747.11,FALSE,FALSE
747.12,FALSE,FALSE
747.13,FALSE,FALSE
747.2,FALSE,FALSE
748,FALSE,FALSE
749,FALSE,FALSE
749.1,FALSE,FALSE
749.2,FALSE,FALSE
750,FALSE,FALSE
750.1,FALSE,FALSE
750.11,FALSE,FALSE
750.13,FALSE,FALSE
750.14,FALSE,FALSE
750.15,FALSE,FALSE
750.2,FALSE,FALSE
750.21,FALSE,FALSE
750.22,FALSE,FALSE
750.5,FALSE,FALSE
751,FALSE,FALSE
751.1,FALSE,FALSE
751.11,FALSE,TRUE
751.12,TRUE,FALSE
751.2,FALSE,FALSE
751.21,FALSE,FALSE
751.22,FALSE,FALSE
751.3,FALSE,FALSE
752,FALSE,FALSE
752.1,FALSE,FALSE
752.11,FALSE,FALSE
752.2,FALSE,FALSE
753,FALSE,FALSE
753.1,FALSE,FALSE
753.2,FALSE,FALSE
754,FALSE,FALSE
754.1,FALSE,FALSE
754.2,FALSE,FALSE
755,FALSE,FALSE
755.1,FALSE,FALSE
755.3,FALSE,FALSE
755.4,FALSE,FALSE
755.6,FALSE,FALSE
755.61,FALSE,FALSE
756,FALSE,FALSE
756.1,FALSE,FALSE
756.2,FALSE,FALSE
756.21,FALSE,FALSE
756.22,FALSE,FALSE
756.3,FALSE,FALSE
756.5,FALSE,FALSE
757,FALSE,FALSE
758,FALSE,FALSE
758.1,FALSE,FALSE
759,FALSE,FALSE
759.1,FALSE,FALSE
760,FALSE,FALSE
761,FALSE,FALSE
763,FALSE,FALSE
764,FALSE,FALSE
765,FALSE,FALSE
766,FALSE,FALSE
767,FALSE,FALSE
769,FALSE,FALSE
770,FALSE,FALSE
771,FALSE,FALSE
771.1,FALSE,FALSE
771.2,FALSE,FALSE
772,FALSE,FALSE
772.1,FALSE,FALSE
772.2,FALSE,FALSE
772.3,FALSE,FALSE
772.4,FALSE,FALSE
772.6,FALSE,FALSE
780,FALSE,FALSE
781,FALSE,FALSE
781.1,FALSE,FALSE
781.2,FALSE,FALSE
782,FALSE,FALSE
782.3,FALSE,FALSE
782.6,FALSE,FALSE
783,FALSE,FALSE
783.1,FALSE,FALSE
785,FALSE,FALSE
788,FALSE,FALSE
789,FALSE,FALSE
789.1,FALSE,FALSE
790,FALSE,FALSE
790.1,FALSE,FALSE
790.6,FALSE,FALSE
790.8,FALSE,FALSE
790.9,FALSE,FALSE
791,FALSE,FALSE
792,FALSE,TRUE
792.1,FALSE,TRUE
794,FALSE,FALSE
795,FALSE,FALSE
795.8,FALSE,FALSE
795.81,FALSE,FALSE
795.82,FALSE,FALSE
796,TRUE,FALSE
797,FALSE,FALSE
797.1,FALSE,FALSE
798,FALSE,FALSE
798.1,FALSE,FALSE
800,FALSE,FALSE
800.1,FALSE,FALSE
800.2,FALSE,FALSE
800.3,FALSE,FALSE
800.4,FALSE,FALSE
801,FALSE,FALSE
801.1,FALSE,FALSE
802,FALSE,FALSE
803,FALSE,FALSE
803.1,FALSE,FALSE
803.2,FALSE,FALSE
803.21,FALSE,FALSE
803.3,FALSE,FALSE
804,FALSE,FALSE
805,FALSE,FALSE
807,FALSE,FALSE
809,FALSE,FALSE
816,FALSE,FALSE
817,FALSE,FALSE
818,FALSE,FALSE
818.1,FALSE,FALSE
818.2,FALSE,FALSE
819,FALSE,FALSE
823,FALSE,FALSE
830,FALSE,FALSE
835,FALSE,FALSE
836,FALSE,FALSE
840,FALSE,FALSE
840.1,FALSE,FALSE
840.2,FALSE,FALSE
840.3,FALSE,FALSE
841,FALSE,FALSE
842,FALSE,FALSE
850,FALSE,FALSE
851,FALSE,FALSE
853,FALSE,FALSE
854,FALSE,FALSE
855,FALSE,FALSE
856,FALSE,FALSE
857,FALSE,FALSE
858,FALSE,FALSE
859,FALSE,FALSE
860,FALSE,FALSE
870,FALSE,FALSE
870.1,FALSE,FALSE
870.2,FALSE,FALSE
870.3,FALSE,FALSE
870.4,FALSE,FALSE
870.5,FALSE,FALSE
870.6,FALSE,FALSE
870.8,FALSE,FALSE
871,FALSE,FALSE
871.1,FALSE,FALSE
871.2,FALSE,FALSE
871.3,FALSE,FALSE
871.4,FALSE,FALSE
872,FALSE,FALSE
874,FALSE,FALSE
875,FALSE,FALSE
876,FALSE,FALSE
905,FALSE,FALSE
907,FALSE,FALSE
910,FALSE,FALSE
911,FALSE,FALSE
912,FALSE,FALSE
913,FALSE,FALSE
916,FALSE,FALSE
930,FALSE,FALSE
931,FALSE,FALSE
938,FALSE,FALSE
938.1,FALSE,FALSE
938.2,FALSE,FALSE
939,FALSE,FALSE
939.1,FALSE,FALSE
941,FALSE,FALSE
942,FALSE,FALSE
946,FALSE,FALSE
947,FALSE,FALSE
949,FALSE,FALSE
949.1,FALSE,FALSE
952,FALSE,FALSE
957,FALSE,FALSE
958,FALSE,FALSE
958.1,FALSE,FALSE
958.2,FALSE,FALSE
960,FALSE,FALSE
960.1,FALSE,FALSE
960.2,FALSE,FALSE
960.3,FALSE,FALSE
961,FALSE,FALSE
961.1,FALSE,FALSE
962,FALSE,FALSE
962.1,FALSE,FALSE
962.2,FALSE,FALSE
962.3,FALSE,FALSE
963,FALSE,FALSE
963.1,FALSE,FALSE
964,FALSE,FALSE
964.1,FALSE,FALSE
965,FALSE,FALSE
965.1,FALSE,FALSE
965.2,FALSE,FALSE
965.3,FALSE,FALSE
966,FALSE,FALSE
967,FALSE,FALSE
969,FALSE,FALSE
971,FALSE,FALSE
972,FALSE,FALSE
972.1,FALSE,FALSE
972.2,FALSE,FALSE
972.6,FALSE,FALSE
973,FALSE,FALSE
974,FALSE,FALSE
975,FALSE,FALSE
976,FALSE,FALSE
977,FALSE,FALSE
979,FALSE,FALSE
980,FALSE,FALSE
981,FALSE,FALSE
983,FALSE,FALSE
984,FALSE,FALSE
985,FALSE,FALSE
986,FALSE,FALSE
987,FALSE,FALSE
988,FALSE,FALSE
989,FALSE,FALSE
990,FALSE,FALSE
994,FALSE,FALSE
994.1,FALSE,FALSE
994.2,FALSE,FALSE
994.21,FALSE,FALSE
